Duration(ms);Popularity;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Track_Name_Artist_Name;Artists;id
307540;0;0.321;0.413;0;-9.7;1;0.038;0.798;0.000254;0.109;0.159;116.336;3;Tomorrow Never Came (feat. Sean Ono Lennon) - Lana Del Rey,Sean Ono Lennon;Lana Del Rey,Sean Ono Lennon;2EBJnP9vf54QE95910Lvrw
355184;0;0.358;0.415;11;-8.616;0;0.0373;0.55;0.00681;0.109;0.102;118.46;4;Heroin - Lana Del Rey;Lana Del Rey;3qo4XAu1OGB3LaGRYgtbIS
321200;0;0.547;0.239;9;-10.974;0;0.0378;0.943;0.00857;0.105;0.309;85.688;4;Change - Lana Del Rey;Lana Del Rey;2XoJLY62n0akvhs1PIYnlO
334294;0;0.482;0.473;10;-10.377;1;0.0358;0.515;0.000726;0.0954;0.039;101.785;4;Get Free - Lana Del Rey;Lana Del Rey;61MoKejsY2k0hVb50zZ4Yn
264011;0;0.499;0.676;0;-8.618;0;0.0582;0.588;0.00484;0.358;0.295;99.979;4;Lust for Life (with The Weeknd) - Lana Del Rey,The Weeknd;Lana Del Rey,The Weeknd;5LYQSNHZxEA880URXFHg6h
246420;0;0.528;0.284;9;-11.487;1;0.0287;0.795;0.000303;0.109;0.172;76.012;4;Mariners Apartment Complex - Lana Del Rey;Lana Del Rey;4UAW2gObi5o6sJla0qZpPn
248934;77;0.215;0.203;5;-12.65;1;0.0346;0.968;0.0585;0.0923;0.143;78.287;1;Norman fucking Rockwell - Lana Del Rey;Lana Del Rey;3RIgHHpnFKj5Rni1shokDj
218287;73;0.534;0.452;9;-10.732;0;0.0359;0.895;0.00165;0.125;0.175;129.974;4;Fuck it I love you - Lana Del Rey;Lana Del Rey;7MtVPRGtZl6rPjMfLoI3Lh
202192;84;0.641;0.559;7;-11.132;0;0.0355;0.404;0.00402;0.0937;0.523;144.982;4;Doin' Time - Lana Del Rey;Lana Del Rey;0Oqc0kKFsQ6MhFOLBNZIGX
229325;71;0.384;0.0701;9;-16.512;1;0.0367;0.966;0.00017;0.0805;0.288;63.425;4;Love song - Lana Del Rey;Lana Del Rey;5tyMJlMqaggzvuX7TtlrTe
300683;80;0.294;0.337;6;-10.614;0;0.036;0.814;0.414;0.14;0.135;91.781;5;Cinnamon Girl - Lana Del Rey;Lana Del Rey;2mdEsXPu8ZmkHRRtAdC09e
228071;74;0.538;0.304;9;-11.79;1;0.0352;0.613;0.000631;0.164;0.065;78.997;3;How to disappear - Lana Del Rey;Lana Del Rey;4qUtC2BwFC154Ha8YQRrkk
305899;69;0.449;0.41;9;-8.067;0;0.0317;0.761;0;0.0631;0.195;123.758;4;California - Lana Del Rey;Lana Del Rey;7oTE1KmtU2ml9zBhv9Reao
349347;64;0.569;0.354;2;-9.862;1;0.0315;0.616;0.0000275;0.112;0.118;108.083;4;The Next Best American Record - Lana Del Rey;Lana Del Rey;7vRfxLcDDwgYW2WTrtEgUV
300360;69;0.443;0.226;2;-12.507;0;0.0359;0.939;0.0201;0.14;0.196;79.142;3;The greatest - Lana Del Rey;Lana Del Rey;6ERZ30cRjVWGtVLhczX9aL
263441;63;0.582;0.102;9;-14.712;0;0.0391;0.924;0;0.174;0.494;131.773;3;Bartender - Lana Del Rey;Lana Del Rey;5USsRaiqL1RNKRm1fTJ3JM
260893;47;0.298;0.668;1;-5.536;0;0.0478;0.0699;0.0000244;0.59;0.121;110.063;4;Cola - Lana Del Rey;Lana Del Rey;0fB77VOZ2FkQeKLv1DuEwp
247147;66;0.674;0.205;2;-14.173;1;0.0399;0.896;0.0272;0.114;0.355;95.984;4;Season Of The Witch - Lana Del Rey;Lana Del Rey;5DSi7heBC8eTIFROBvttnp
251480;0;0.162;0.523;0;-7.126;1;0.0344;0.282;0.0000173;0.1;0.0934;164.789;3;Ultraviolence - Lana Del Rey;Lana Del Rey;6ekvh4vBUVPQjH9YnXryXx
256760;0;0.543;0.58;6;-7.643;0;0.0381;0.187;0.0325;0.0921;0.515;123.16;4;West Coast - Lana Del Rey;Lana Del Rey;01xAq8HMYTNqmsbH0ZvPMl
234146;0;0.509;0.549;10;-6.539;0;0.0422;0.384;0;0.36;0.178;109.446;4;Pretty When You Cry - Lana Del Rey;Lana Del Rey;69xuw3onPBPPxQhfPos66Q
171727;76;0.587;0.229;10;-11.254;0;0.128;0.92;0;0.1;0.379;75.67;4;Liability - Lorde;Lorde;6Kkt27YmFyIFrcX3QXFi2o
215786;38;0.443;0.399;10;-7.578;0;0.0298;0.271;0;0.12;0.0787;86.086;4;Kingdom of One - Maren Morris,Game of Thrones;Maren Morris,Game of Thrones;4pYeUDdI0WoiNNOrptcK85
254400;70;0.571;0.651;5;-6.26;1;0.0349;0.242;0;0.0938;0.374;121.202;4;Teen Idle - MARINA;MARINA;5B8N5rPOmTVVGpuBMK2Vby
237573;38;0.586;0.368;6;-13.38;0;0.0502;0.00873;0.00985;0.13;0.0639;96.049;4;Honest - The Neighbourhood;The Neighbourhood;1FjjWOms0Nx8YbpQ7BBKDR
208453;0;0.617;0.574;6;-9.768;1;0.0276;0.23;0.0105;0.0983;0.396;91.769;4;Cherry Flavoured - The Neighbourhood;The Neighbourhood;5ZawGS5kFVVxEZrN7FshIk
234093;78;0.578;0.386;6;-11.464;1;0.0278;0.208;0.0453;0.307;0.569;154.902;4;Pretty Boy - The Neighbourhood;The Neighbourhood;7IL8PSVwLOJxqYne6azxQv
186306;71;0.662;0.681;11;-8.152;0;0.0315;0.0321;0.139;0.508;0.864;98.004;4;Devil's Advocate - The Neighbourhood;The Neighbourhood;4XfI7M5gLwEY84gYiH4RDD
191120;47;0.696;0.838;5;-9.299;0;0.0361;0.0621;0.0000842;0.0967;0.66;139.977;4;BooHoo - The Neighbourhood;The Neighbourhood;40iocOzytrqaRn5RbGPDNp
296813;56;0.413;0.474;5;-11.472;1;0.0328;0.0419;0.508;0.384;0.446;111.01;4;Tobacco Sunburst - The Neighbourhood;The Neighbourhood;4pJEkzhZY84h8kmPkUhfwC
163000;0;0.547;0.639;2;-6.958;1;0.118;0.0137;0;0.256;0.399;90.056;4;Kill Us All (feat. Denzel Curry) - The Neighbourhood,Denzel Curry;The Neighbourhood,Denzel Curry;7HmcL7lTdu7U6DVsXkAi8l
195000;0;0.488;0.792;3;-5.656;0;0.0691;0.292;0.00543;0.29;0.498;94.764;4;Livin' In a Dream (feat. Nipsey Hussle) - The Neighbourhood,Nipsey Hussle;The Neighbourhood,Nipsey Hussle;7J6NJHGTskwsVHQ33vChof
208680;0;0.667;0.606;0;-5.955;0;0.184;0.358;0.000291;0.111;0.334;85.966;4;Beat Take 1 (feat. Ghostface Killah) - The Neighbourhood,Ghostface Killah;The Neighbourhood,Ghostface Killah;1sgM8gODMdRe3tcCtMs9KC
210040;0;0.679;0.729;2;-5.809;0;0.0374;0.222;0.0775;0.2;0.329;82.995;4;Paradise - The Neighbourhood;The Neighbourhood;0RNCCDfegplm1dT0mKL6Vr
265306;0;0.451;0.498;1;-8.662;1;0.319;0.209;0.00509;0.356;0.248;87.296;4;Beautiful Oblivion (feat. IDK) - The Neighbourhood,IDK;The Neighbourhood,IDK;3fUgmF1wbqTTbiaxhY52x9
251706;0;0.57;0.539;0;-7.258;1;0.0588;0.0119;0.291;0.644;0.225;77.994;4;Roll Call - The Neighbourhood;The Neighbourhood;4wcGZDRkPVs5551WSYh4kQ
155533;0;0.554;0.889;7;-6.104;0;0.0423;0.19;0.0868;0.117;0.412;88.035;4;You Get Me So High - The Neighbourhood;The Neighbourhood;5ulSn7Zhh7MylcgUGvynDb
203880;0;0.623;0.847;7;-3.791;1;0.0297;0.0196;0.232;0.0678;0.737;108.963;4;Noise - The Neighbourhood;The Neighbourhood;2rUkSAFKHV6JfpwuDire6n
221706;0;0.615;0.74;7;-4.662;0;0.0754;0.00241;0.00113;0.115;0.219;118.957;4;45131 - The Neighbourhood;The Neighbourhood;4lOavMadLCGAOJEvMJ5t4t
250066;0;0.538;0.545;4;-4.818;0;0.028;0.00709;0.0000545;0.139;0.32;120.071;4;Sadderdaze - The Neighbourhood;The Neighbourhood;31vZNE9IbY0JI0gRmaLAWr
251186;78;0.464;0.701;6;-5.693;0;0.0411;0.00892;0.309;0.335;0.356;83.996;4;Afraid - The Neighbourhood;The Neighbourhood;7brQHA2CgQpcMBiOlfiXYb
240400;93;0.612;0.807;10;-2.81;1;0.0336;0.0495;0.0177;0.101;0.398;124.053;4;Sweater Weather - The Neighbourhood;The Neighbourhood;2QjOHCTQ1Jl3zawyYOpxh6
267853;63;0.622;0.831;5;-4.819;0;0.0273;0.00102;0.803;0.119;0.363;101.03;4;Alleyways - The Neighbourhood;The Neighbourhood;4V37tyDu9CtqYshvrgLke4
259413;69;0.557;0.845;8;-2.926;0;0.0346;0.0303;0.00851;0.354;0.508;123.997;4;W.D.Y.W.F.M? - The Neighbourhood;The Neighbourhood;3vooOYHU0Fi3ViCG7Ozh0Y
246493;72;0.568;0.871;0;-3.453;1;0.0308;0.0553;0.51;0.303;0.374;119.99;4;Flawless - The Neighbourhood;The Neighbourhood;2Kt1XplPBQBsDKQDa6TssB
209520;63;0.519;0.897;7;-3.167;0;0.0276;0.0071;0.539;0.211;0.335;88.113;4;Female Robbery - The Neighbourhood;The Neighbourhood;4BDnfINTlfJPmLp1UV6CXt
268173;57;0.394;0.855;2;-4.204;1;0.0554;0.0339;0.0132;0.243;0.316;175.902;4;Staying Up - The Neighbourhood;The Neighbourhood;1NA2NvAgCB4EfcBC8OHfuj
193080;72;0.568;0.569;7;-6.013;0;0.0329;0.0004;0.102;0.342;0.266;72.991;4;Wires - The Neighbourhood;The Neighbourhood;5v8aEcHcaJIGYpfVVPtJjI
173960;42;0.507;0.447;9;-6.723;0;0.0245;0.725;0;0.21;0.341;92.047;4;Middle of Somewhere - The Neighbourhood;The Neighbourhood;2AwCsgb9YMkjfe471IOEvf
198973;0;0.554;0.59;0;-6.925;1;0.0252;0.0239;0.0133;0.156;0.343;100.032;4;Flowers - The Neighbourhood;The Neighbourhood;66kkUsuOFhGjcGlqS3UWjS
224026;0;0.597;0.625;1;-5.94;1;0.0308;0.000104;0.0508;0.149;0.146;112.026;4;Scary Love - The Neighbourhood;The Neighbourhood;1w553LQgqi5Wr1EbnPe2bB
249040;0;0.589;0.619;0;-7.564;0;0.0427;0.0199;0.101;0.35;0.316;119.956;4;Nervous - The Neighbourhood;The Neighbourhood;6kGiuNbo0qabx8B5RNcgjx
205493;0;0.533;0.581;5;-8.058;1;0.0536;0.0474;0.0215;0.0917;0.35;84.236;4;Void - The Neighbourhood;The Neighbourhood;747Ki1XZhdywdnrbip0Yak
208466;0;0.574;0.577;2;-5.477;1;0.0284;0.0471;0.000429;0.153;0.359;93.964;4;Softcore - The Neighbourhood;The Neighbourhood;6728vXPUOymvDy72I5P2uX
193000;0;0.558;0.593;1;-8.244;1;0.0369;0.545;0.738;0.0929;0.427;83.02;4;Blue - The Neighbourhood;The Neighbourhood;6y0RXfUEGeg4uV7IM9anaa
244093;0;0.648;0.596;11;-7.02;0;0.0302;0.113;0.0264;0.103;0.514;114.005;4;Reflections - The Neighbourhood;The Neighbourhood;11BMGG0MNIh5QYS7TGKqUl
258733;0;0.548;0.73;9;-6.399;0;0.0535;0.0161;0.0242;0.147;0.441;166;4;Stuck with Me - The Neighbourhood;The Neighbourhood;3A7GExPnWwQ2FYt6jBYNj7
209706;66;0.53;0.763;6;-4.712;0;0.0332;0.0026;0.00000186;0.105;0.338;88.013;4;A Little Death - The Neighbourhood;The Neighbourhood;3kl0x96aqexH75Xukmz2Mo
208826;0;0.348;0.442;1;-7.676;0;0.0637;0.0971;0.0000531;0.112;0.0674;198.227;4;Dust - The Neighbourhood;The Neighbourhood;4uWvytBN9QDcSQ7Bi8KN4v
169640;0;0.692;0.808;5;-5.486;0;0.0315;0.217;0.512;0.449;0.646;109.992;4;Compass - The Neighbourhood;The Neighbourhood;7vr42ZYb6lBjSBnc9zfohk
282640;67;0.517;0.779;9;-5.005;0;0.0477;0.0258;0;0.0622;0.197;115.206;4;Prey - The Neighbourhood;The Neighbourhood;38kjFXYgPvtuXCPbHPMGte
235160;76;0.581;0.656;4;-4.891;0;0.0294;0.00269;0.00000278;0.101;0.338;108.033;4;Cry Baby - The Neighbourhood;The Neighbourhood;0EfsDEYaSjGYd66Pr881nq
373373;61;0.571;0.737;9;-6.53;0;0.027;0.0113;0.000477;0.3;0.0656;127.975;4;Wiped Out! - The Neighbourhood;The Neighbourhood;4Tp4gRuDo1sIMP6gH9LwuH
255133;78;0.245;0.64;2;-7.426;0;0.0608;0.131;0.00000811;0.0766;0.105;135.739;4;The Beach - The Neighbourhood;The Neighbourhood;2u0CelO5c81XS7z3dGpHbS
260173;87;0.588;0.521;10;-9.461;1;0.0329;0.0678;0.149;0.123;0.337;85.012;4;Daddy Issues - The Neighbourhood;The Neighbourhood;5E30LdtzQTGqRvNd7l6kG5
244040;59;0.488;0.725;5;-7.692;0;0.0513;0.178;0.00000233;0.661;0.309;81.235;4;Greetings from Califournia - The Neighbourhood;The Neighbourhood;6PS9AdyOKTPwlDPfLzJ7Ow
184173;58;0.442;0.652;11;-8.636;0;0.0405;0.00235;0.00000106;0.5;0.18;75.576;4;Ferrari - The Neighbourhood;The Neighbourhood;7xrwGUa11hnnxXWeTIzcHf
262320;64;0.249;0.492;2;-7.108;0;0.0352;0.755;0;0.243;0.34;54.134;4;Single - The Neighbourhood;The Neighbourhood;5Ma3BlNVDtn3JiwMEafSaq
205280;69;0.353;0.686;7;-5.704;0;0.0534;0.00216;0;0.123;0.177;94.47;4;R.I.P. 2 My Youth - The Neighbourhood;The Neighbourhood;07VBqWH6NG8L2ad3l84UKk
182760;52;0.598;0.575;0;-11.6;0;0.0484;0.0776;0.798;0.0925;0.268;106.972;4;Yellow Box - The Neighbourhood,Death Stranding: Timefall;The Neighbourhood,Death Stranding: Timefall;6IBCA5bu9eIBOsaoO0MqJj
237386;0;0.487;0.277;1;-15.566;0;0.227;0.881;0.0151;0.0857;0.211;84.113;4;Lonely Star - Oh Wonder;Oh Wonder;5v7R1oGmAtsUFHJg66awep
229934;0;0.429;0.329;2;-9.377;0;0.0463;0.726;0.00000932;0.327;0.148;87.651;4;Lose It - Oh Wonder;Oh Wonder;5WJscNQpctIdiu94bFesLW
214174;61;0.59;0.242;10;-11.724;0;0.0516;0.978;0.000124;0.0906;0.366;126.721;4;All We Do - Oh Wonder;Oh Wonder;6Vigp41BietH0WoFZ52JI5
191280;0;0.55;0.914;11;-3.463;0;0.0713;0.0409;0.0000537;0.0852;0.743;90.056;4;High On Humans - Oh Wonder;Oh Wonder;1g57kjXfCzyIkq3jATWKMz
124365;0;0.789;0.212;3;-11.85;1;0.0488;0.853;0.0000392;0.107;0.25;110.527;3;Words Ain't Enough - Tessa Violet;Tessa Violet;5hFGGQukKw4vKgxRg3KeBC
238866;49;0.773;0.188;8;-12.383;0;0.0624;0.709;0.00000155;0.103;0.288;79.042;4;Chlorine (Mexico City) - Twenty One Pilots;Twenty One Pilots;4hhc1rMxhTFbTRf9gCFgyR
258595;43;0.744;0.281;4;-8.012;1;0.0563;0.798;0.000586;0.684;0.32;117.046;4;Cut My Lip (Brooklyn) - Twenty One Pilots;Twenty One Pilots;45fUF3bnIRO5mrg7FSYQ1P
145889;0;0.726;0.929;6;-5.881;0;0.16;0.0771;0.383;0.117;0.212;93.017;4;Levitate - Twenty One Pilots;Twenty One Pilots;0bfKYrMLEDJ4fvcxzrMIwB
164186;51;0.647;0.829;0;-5.025;1;0.0347;0.00528;0.000571;0.173;0.688;119.91;4;Something Good Can Work - Two Door Cinema Club;Twenty One Pilots;6ZIuit0z4eQg77F1RGkp0L
189693;0;0.55;0.753;6;-4.003;0;0.0407;0.000665;0.00000774;0.0921;0.841;139.048;4;What You Know - Two Door Cinema Club;Two Door Cinema Club;1qfYG2JrchEyJiqKnkE7YQ
217653;54;0.651;0.489;2;-8.264;1;0.0315;0.613;0.00644;0.387;0.395;149.986;4;Bells in Santa Fe - Halsey;Halsey;1Knd3MtE5sEQMh6txcg0k0
199280;46;0.717;0.668;6;-4.845;0;0.0693;0.0201;0;0.513;0.936;80.02;4;Forgetting All About You feat. Blackbear - Phoebe Ryan,blackbear;Phoebe Ryan,blackbear;3T6Mtmmx5OfrIUFfpJ1uB1
204333;49;0.781;0.593;7;-7.65;0;0.18;0.42;0;0.317;0.926;110.033;4;Ain't About You (feat. Kiiara) - WONHO,Kiiara;WONHO,Kiiara;2RyUmXSGz9CinAwnM2gDjd
141204;63;0.717;0.692;1;-5.971;0;0.0723;0.0675;0;0.088;0.524;102.996;4;Sad Boy (feat. Ava Max & Kylie Cantrall) - R3HAB,Jonas Blue,Ava Max,Kylie Cantrall;R3HAB,Jonas Blue,Ava Max,Kylie Cantrall;1qRgEKIeSrMcS62Ji4g8VT
191695;71;0.605;0.805;6;-3.212;1;0.0641;0.313;0;0.659;0.738;148.298;4;STEREOTYPE - STAYC;STAYC;2bZIDMpzVooosmPHn0tHnd
258188;0;0.365;0.413;0;-7.369;0;0.0507;0.103;0.0000313;0.103;0.125;84.746;3;Quit (feat. Ariana Grande) - Cashmere Cat,Ariana Grande;Cashmere Cat,Ariana Grande;4Q5yMlwAfAoitqg4r9oZHN
189693;73;0.753;0.931;2;-4.922;1;0.0652;0.00994;0.00696;0.234;0.767;113.029;4;4 Minutes (feat. Justin Timberlake & Timbaland) - Madonna,Justin Timberlake,Timbaland;Madonna,Justin Timberlake,Timbaland;1oHClQEgDmmbcEx12Kc5nZ
213453;54;0.591;0.904;1;-4.478;0;0.0359;0.0244;0;0.0786;0.542;107.027;4;7 Things - Miley Cyrus;Miley Cyrus;0FpT75cRdvf6va1TARHrl5
200373;80;0.731;0.867;11;-5.881;1;0.032;0.0395;0;0.0861;0.776;104.019;4;All Star - Smash Mouth;Smash Mouth;3cfOd4CMv2snFaKAnMdnvK
207632;0;0.593;0.74;8;-6.12;1;0.0339;0.363;0.0000222;0.102;0.502;118.008;4;Apologize - OneRepublic;OneRepublic;6fOPuabPdAJ0HgqJFcDGb1
197773;13;0.81;0.957;1;-6.049;0;0.0364;0.0165;0.284;0.248;0.962;129.985;4;Barbie Girl - Aqua;Aqua;2RSOzvKUnfDDrb2nQPfpQU
199853;68;0.764;0.751;8;-3.74;1;0.0703;0.00554;0.000237;0.164;0.418;91.977;4;Beautiful Liar - Beyoncé,Shakira;Beyoncé,Shakira;2HWWNoWEEEECwZhAiLg7ib
219493;74;0.587;0.583;5;-5.284;0;0.0313;0.248;0;0.124;0.15;139.92;4;Because of You - Kelly Clarkson;Kelly Clarkson;0gJvqi9QyASOCtJu99tytc
213826;50;0.655;0.857;0;-4.148;1;0.0994;0.141;0;0.298;0.719;97.994;4;Be Good to Me - Ashley Tisdale;Ashley Tisdale;0yfcOmDBSaW1fGY1PHuwU3
262466;76;0.638;0.656;5;-5.886;1;0.0357;0.188;0;0.146;0.225;104.036;4;Bleeding Love - Leona Lewis;Leona Lewis;7wZUrN8oemZfsEd1CGkbXE
283747;78;0.822;0.969;7;-11.471;0;0.0582;0.259;0.000153;0.39;0.765;128.007;4;Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio - Eiffel 65,Gabry Ponte;Eiffel 65,Gabry Ponte;2yAVzRiEQooPEJ9SYx11L3
184480;74;0.917;0.588;10;-11.047;1;0.0607;0.195;0;0.0914;0.828;110.077;4;Break My Stride - Matthew Wilder;Matthew Wilder;1mCsF9Tw4AkIZOjvZbZZdT
225560;70;0.565;0.817;2;-4.338;1;0.27;0.152;0;0.247;0.477;210.851;4;Buttons - The Pussycat Dolls;The Pussycat Dolls;314QzMOrpNUqWBUozYshf6
200560;68;0.614;0.928;8;-4.806;0;0.0516;0.0408;0.00104;0.0845;0.879;172.656;4;Bye Bye Bye - *NSYNC;*NSYNC;4r8lRYnoOGdEi6YyI5OC1o
194213;68;0.686;0.789;8;-4.713;0;0.23;0.0125;0.0147;0.142;0.72;172.976;4;Candyman - Christina Aguilera;Christina Aguilera;5lUTzPuiloBHm1qEaJcJfF
190000;32;0.287;0.294;4;-11.988;1;0.0488;0.489;0;0.254;0.494;189.857;4;Catch Me - Demi Lovato;Demi Lovato;1vvNscyy6bSdvRXSROSrel
215133;52;0.637;0.891;11;-4.139;0;0.0345;0.0742;0.000622;0.0686;0.933;126.002;4;Celebration - Madonna;Madonna;5HktkLHDbjA6LTyRTBEzHy
211186;47;0.7;0.887;7;-3.887;1;0.218;0.0805;0;0.376;0.883;166.104;4;Check On It (feat. Slim Thug) - Beyoncé,Slim Thug;Beyoncé,Slim Thug;5ZzXJzw8RI3gXGpgkzm1vl
240426;1;0.731;0.563;2;-4.046;1;0.131;0.191;0.00042;0.296;0.452;184.009;4;Clumsy - Fergie;Fergie;7tawDKBYV9059X92D6dr7R
181520;44;0.769;0.631;7;-2.3;1;0.0299;0.0225;0;0.11;0.67;114.015;4;Crank It Up - Ashley Tisdale;Ashley Tisdale;3Min2Z3ZLkjYGlSAwxCtMh
236133;80;0.646;0.77;2;-6.596;0;0.226;0.00249;0;0.0715;0.681;99.165;4;Crazy In Love (feat. Jay-Z) - Beyoncé,JAY-Z;Beyoncé,JAY-Z;5IVuqXILoxVWvWEPm82Jxr
240280;61;0.644;0.746;7;-4.941;1;0.341;0.0071;0.0000122;0.0743;0.355;105.253;4;Deja Vu (feat. Jay-Z) - Beyoncé,JAY-Z;Beyoncé,JAY-Z;423EcxblW9F4nnQkqcqMlK
272080;68;0.877;0.637;1;-3.493;0;0.101;0.00516;0.0000025;0.0959;0.569;119.988;4;Don't Cha - The Pussycat Dolls,Busta Rhymes;The Pussycat Dolls,Busta Rhymes;1gZ7i4qxXkHZb1r6eioaAP
239773;65;0.69;0.928;5;-2.76;0;0.061;0.00937;0;0.547;0.604;130.889;4;Don't Phunk With My Heart - Black Eyed Peas;Black Eyed Peas;5MzjQ95rdB2xt9DNa2IzaC
199120;64;0.64;0.977;8;-5.369;1;0.0555;0.00461;0.0000168;0.371;0.493;142.019;4;Everytime We Touch - Radio Edit - Cascada;Cascada;74PyndGWYtfs86n60lAsYW
243493;77;0.669;0.727;7;-7.588;1;0.0353;0.139;0;0.123;0.807;102.322;4;Fantasy - Mariah Carey;Mariah Carey;6xkryXuiZU360Lngd4sx13
213106;71;0.718;0.691;4;-6.44;1;0.0387;0.0159;0;0.0627;0.552;100.008;4;Gives You Hell - The All-American Rejects;The All-American Rejects;5gb9UJkh8TfrNMRYOJNbew
196600;35;0.593;0.87;0;-3.873;1;0.0778;0.00909;0;0.461;0.622;119.978;4;Good Girls Go Bad (feat. Leighton Meester) - Cobra Starship,Leighton Meester;Cobra Starship,Leighton Meester;14q14Lv5EA8BQ6tXjYj7Li
204600;0;0.479;0.845;4;-7.383;0;0.0445;0.0131;0;0.311;0.489;161.845;4;Got Dynamite - Demi Lovato;Demi Lovato;3ptiebXrhXa9Z2UB5nWHrX
222091;80;0.704;0.558;2;-7.273;0;0.0542;0.148;0;0.107;0.245;110.444;4;Grenade - Bruno Mars;Bruno Mars;4lLtanYk6tkMvooU0tWzG8
257733;72;0.501;0.378;4;-9.37;1;0.029;0.735;0;0.119;0.178;119.987;4;Hero - Mariah Carey;Mariah Carey;4FCb4CUbFCMNRkI6lYc1zI
202973;62;0.6;0.938;8;-3.806;1;0.0821;0.0173;0;0.355;0.469;144.951;4;Hot - Avril Lavigne;Avril Lavigne;6z7fZRrQfOH3ZjWEkC4QhC
223840;81;0.446;0.764;10;-5.042;1;0.033;0.00135;0;0.099;0.543;172.094;4;How You Remind Me - Nickelback;Nickelback;0gmbgwZ8iqyMPmXefof8Yf
218400;66;0.756;0.612;5;-4.371;1;0.0317;0.0659;0;0.274;0.452;111.572;4;I Hate This Part - The Pussycat Dolls;The Pussycat Dolls;3tSuRiNgJmMqmYR23dCqnR
179640;72;0.699;0.76;5;-3.173;1;0.0677;0.00223;0;0.132;0.696;129.996;4;I Kissed A Girl - Katy Perry;Katy Perry;005lwxGU1tms6HGELIcUv9
226533;1;0.599;0.624;8;-3.631;1;0.0343;0.385;0;0.125;0.539;90.034;4;Impossible - Shontelle;Shontelle;45EDI3rk0f4cAMt9f8b56R
192426;69;0.636;0.873;0;-4.672;0;0.071;0.0407;0.00000127;0.0372;0.908;165.071;4;It's Gonna Be Me - *NSYNC;*NSYNC;2AW37v0bDyuOzGP3XnmFuA
211533;53;0.66;0.927;5;-5.867;0;0.156;0.461;0.0000573;0.699;0.458;136.247;4;It's Raining Men - Single Version - The Weather Girls;The Weather Girls;4caiYv89C9GZdDD1RzshWd
183533;58;0.714;0.621;1;-5.343;1;0.0641;0.0352;0.0000163;0.11;0.892;96.007;4;Lollipop - MIKA;MIKA;2NjhV99ncY4A5lSkTHvTtU
241306;61;0.769;0.609;1;-5.894;1;0.357;0.216;0;0.166;0.633;90.951;4;London Bridge - Fergie;Fergie;7K2IeEefMiK8sDL8RBvXw2
220693;64;0.597;0.5;4;-6.216;1;0.0579;0.127;0;0.214;0.522;79.071;4;Lovebug - Jonas Brothers;Jonas Brothers;3F8xLc6T4VvKH7I6wqVAN2
216333;75;0.894;0.678;6;-5.611;0;0.0523;0.00569;0.00000243;0.317;0.844;105.024;4;LoveGame - Lady Gaga;Lady Gaga;0eH2eHURaXUP15D8gQlfjx
267000;70;0.47;0.904;0;-4.024;0;0.177;0.0436;0;0.0491;0.557;155.788;4;Man Down - Rihanna;Rihanna;1Bx0zEdVjkFlV27iKaePug
185160;0;0.57;0.924;9;-3.323;1;0.0384;0.0289;0;0.0764;0.41;126.065;4;The Middle - Demi Lovato;Demi Lovato;40ooiRaEjglxxCgOBYJ8NX
192520;20;0.699;0.803;7;-6.387;1;0.0793;0.00757;0.00000162;0.341;0.862;138.074;4;My First Kiss (feat. Ke$ha) - 3OH!3,Kesha;3OH!3,Kesha;4q7XSM6laraTPDglxDqn28
202586;66;0.605;0.902;10;-5.406;0;0.0511;0.0185;0.00000101;0.0534;0.875;132.612;4;Naturally - Selena Gomez & The Scene;Selena Gomez & The Scene;1YaVmBh7EAeR54FIjuFcb5
181640;38;0.709;0.835;2;-5.31;1;0.128;0.0219;0;0.108;0.385;96.019;4;Not Like That - Ashley Tisdale;Ashley Tisdale;6OLztNeqXZu5Uh6YmmzQxC
218560;0;0.633;0.853;10;-4.464;1;0.0418;0.00153;0;0.129;0.78;120.997;4;Paranoid - Jonas Brothers;Jonas Brothers;6oktQoo9q1Y01UxukyyDGy
203440;63;0.726;0.881;9;-3.892;0;0.0391;0.203;0;0.108;0.682;110.019;4;Pocketful of Sunshine - Natasha Bedingfield;Natasha Bedingfield;4hjuUelurEBKlqpJPJ77Iw
213066;0;0.648;0.931;1;-3.15;0;0.181;0.00937;0;0.752;0.744;153.649;4;Pump It - Black Eyed Peas;Black Eyed Peas;7KIbDUwumrpG5f30kEYW1v
204640;46;0.72;0.672;7;-6.852;1;0.0551;0.009;0;0.232;0.705;124.986;4;Right Round - Flo Rida;Flo Rida;7EH2enDP1q3upRqctbOz3n
245826;34;0.398;0.761;4;-4.382;0;0.0377;0.00505;0.000437;0.234;0.454;168.092;4;Should've Said No - International Mix - Taylor Swift;Taylor Swift;2gwvtlwlKhvkfjz7Fcb6Yk
212280;71;0.735;0.826;1;-4.902;1;0.0349;0.00101;0.129;0.197;0.74;132.964;4;Shut Up And Drive - Rihanna;Rihanna;4Tn2llBm1g0UlWctmgPL8Z
188960;74;0.662;0.741;0;-5.406;1;0.0334;0.00165;0.0303;0.114;0.404;131;4;Since U Been Gone - Kelly Clarkson;Kelly Clarkson;3xrn9i8zhNZsTtcoWgQEAd
